seed,query_id,variant,runtime_ms,mean_relevance,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_k,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,coverage,novelty
42,q4_balanced_discovery,SemanticOnly,8.299999976202344e-05,0.5711639523506165,0.5735496282577515,0.0,0.019355762749910355,1.473303562482542e-10,0.951039514791627,0.25,1.0,0.6933193206787109,0.0,0.8500000238418579,1.0,0.011424487456679344
42,q4_balanced_discovery,WeightedSum,8.299999976202344e-05,0.593343198299408,0.5966005325317383,0.0,0.0201918575912714,1.711664976422611e-10,1.0,0.25,0.9929555654525757,0.8112602233886719,0.0,0.8500000238418579,1.0,0.11132273823022842
42,q4_balanced_discovery,LEA,116.35000000000018,0.593343198299408,0.5966005325317383,0.0,0.0201918575912714,1.711664976422611e-10,1.0,0.25,0.9929555654525757,0.8112602233886719,0.0,0.8500000238418579,1.0,0.11132273823022842
42,q4_balanced_discovery,GraphSAGE-only,0.021584000000185455,0.5695337057113647,0.5792001485824585,0.0,0.028147589415311813,1.4559825567417306e-10,0.9534264796676976,0.25,1.0,0.6851682662963867,0.0,0.8500000238418579,1.0,0.028461283072829247
42,q4_balanced_discovery,LEA + GraphSAGE,121.98770899999988,0.5912469625473022,0.5930240154266357,0.0,0.015866074711084366,1.6877030328821263e-10,0.9935982485456684,0.25,0.9974493980407715,0.7962850332260132,0.0,0.8500000238418579,1.0,0.09622260183095932
42,q4_balanced_discovery,GAT-only,0.021124999999955207,0.569449782371521,0.5726009607315063,0.0,0.011910664848983288,1.4550907700972004e-10,0.9493444694146347,0.25,1.0,0.684748649597168,0.0,0.8500000238418579,1.0,0.01616493985056877
42,q4_balanced_discovery,LEA + GAT,91.65549999999989,0.5842214822769165,0.5966005325317383,0.0,0.07831074297428131,1.613648520359945e-10,0.9856006605959416,0.25,0.9958267211914062,0.7627803683280945,0.0,0.8500000238418579,1.0,0.06723347306251526
42,q5_insulating_frameworks,SemanticOnly,8.300000020611265e-05,0.8573349118232727,0.8610939979553223,0.0,0.048921216279268265,5.57218271524107e-10,0.9597180415941692,1.0,0.9836118817329407,0.6668614745140076,0.0,0.8500000238418579,1.0,0.050742458552122116
42,q5_insulating_frameworks,WeightedSum,8.39999998447638e-05,0.8807624578475952,0.8877611756324768,0.0,0.03194258362054825,6.288553011657427e-10,1.0,1.0,1.0,0.7398297190666199,0.0,0.8500000238418579,1.0,0.09199531376361847
42,q5_insulating_frameworks,LEA,139.74337500000013,0.878500759601593,0.8877611756324768,0.0,0.15095579624176025,6.113978767707806e-10,0.9976631862845201,1.0,0.98603755235672,0.7762902975082397,0.0,0.800000011920929,1.0,0.1537509560585022
42,q5_insulating_frameworks,GraphSAGE-only,0.021499999999896602,0.8676360249519348,0.8875277042388916,0.0,0.08754713833332062,5.819306703180871e-10,0.970918199221518,1.0,0.9968555569648743,0.6865954399108887,0.0,0.8500000238418579,1.0,0.0754261165857315
42,q5_insulating_frameworks,LEA + GraphSAGE,109.71054200000019,0.8786234855651855,0.8877611756324768,0.0,0.15009835362434387,6.118722195580517e-10,0.9976779358113965,1.0,0.98603755235672,0.776848316192627,0.0,0.800000011920929,1.0,0.15423956513404846
42,q5_insulating_frameworks,GAT-only,0.021416000000051838,0.8564527630805969,0.8637645840644836,0.0,0.05782619118690491,5.491470611573845e-10,0.9606221287980039,1.0,0.9875640869140625,0.6547679305076599,0.0,0.8500000238418579,1.0,0.054529715329408646
