variant,rel_at_k_mean,rel_at_k_std,ndcg_at_k_mean,ndcg_at_k_std,diversity_mean,diversity_std,coverage_mean,novelty_mean,runtime_ms_mean,runtime_ms_std,runs
GAT-only,0.6823741257190704,0.15991488129009498,0.9749402058401291,0.01749324632808086,0.029400030523538588,0.023365144224088724,1.0,0.03443765752017498,0.021588933333349658,0.001714784637332248,15
GraphSAGE-only,0.6839904367923737,0.16317118197184657,0.9759709704890801,0.013637158208940896,0.05138725731521845,0.03549636028296456,1.0,0.04741579331457615,0.03759999999998579,0.03235685251996217,15
LEA,0.6939497987429301,0.1619499031378946,0.9962938497628214,0.004860146150095587,0.17461395176748434,0.23004458506179548,1.0,0.18371178855498632,123.4920444666666,18.27435860008827,15
LEA + GAT,0.6912565588951111,0.16167817068378731,0.9924692802088827,0.004727319920364349,0.19157692144314448,0.21736834220691012,1.0,0.15146187817056975,93.48165833333331,18.29907853635369,15
LEA + GraphSAGE,0.6930489063262939,0.16174355067305493,0.9944038211964957,0.004454651685746113,0.17945246746142704,0.2233586221136518,1.0,0.17105108102162678,120.30673346666676,15.924515133862842,15
SemanticOnly,0.6817818880081177,0.1607411235830122,0.9702009286377066,0.013761661551093877,0.0330189349129796,0.020640369857080395,1.0,0.03273293059319258,0.00012479999991950783,6.293216305970295e-05,15
WeightedSum,0.6960913956165313,0.1618451722371362,1.0,0.0,0.016852908302098513,0.010701560812134372,1.0,0.08445323407649993,0.0001221999997783977,4.0071721421283975e-05,15
