method,historical_rel_at_5,final_rel_at_5,rel_difference,historical_ndcg_at_5,final_ndcg_at_5,ndcg_difference,historical_diversity,final_masked_diversity,diversity_difference,historical_runtime_ms,final_runtime_ms,runtime_difference_ms,number_selected_missing_band_gap
LEA,0.6939340472221375,0.8479186420825873,0.1539845948604498,0.9958811714151198,1.0,0.004118828584880219,0.1763623606413603,0.0,-0.1763623606413603,127.46451680000007,93.68141333999957,-33.783103460000504,0.0
MMR,,0.840049012445551,,,0.9870693880932735,,,0.04,,,1708.1196966599985,,0.0
ParetoCrowding,0.6931919097900391,0.8479186420825873,0.15472673229254819,0.9951044841391706,1.0,0.004895515860829369,0.18309830650687217,0.0,-0.18309830650687217,34.14844980000005,191.00665077999994,156.85820097999988,0.0
Random,0.6830305576324462,0.7695101423121571,0.08647958467971084,0.9746360476661978,0.880942208185317,-0.09369383948088084,0.052234331518411635,0.045004738807678225,-0.00722959271073341,0.0650748000001089,0.04762996000085451,-0.01744483999925439,0.9
SemanticOnly,0.6817818880081177,0.7600455707292701,0.07826368272115247,0.9702009286377067,0.8677947987125233,-0.10240612992518339,0.0330189349129796,0.03243708002567291,-0.0005818548873066931,0.07439979999999125,0.05496325999990059,-0.019436540000090652,1.0
TOPSIS,0.6936225593090057,0.8479186420825873,0.15429608277358153,0.9951649738836299,1.0,0.0048350261163701,0.052684595622122285,0.0,-0.052684595622122285,0.13325840000000255,1.2025783000012913,1.0693199000012887,0.0
WeightedSum,0.6960913956165313,0.8479186420825873,0.15182724646605594,1.0,1.0,0.0,0.016852908302098513,0.0,-0.016852908302098513,0.11971680000002483,0.050579239998591596,-0.06913756000143323,0.0
