query,seed,method,rank_i,rank_j,qmof_id_i,qmof_id_j,objective_score_distance,raw_physical_distance,notes
lightweight gas storage MOFs with low density,49,LEA no self-cleaning,2,3,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA no self-cleaning,2,4,qmof-c0f392b,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA no self-cleaning,2,5,qmof-c0f392b,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA no self-cleaning,3,4,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA no self-cleaning,3,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA no self-cleaning,4,5,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,1,2,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,1,3,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,1,5,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,2,3,qmof-235f291,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,2,4,qmof-235f291,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,2,5,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,3,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,3,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GAT,4,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,1,3,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,1,4,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,2,3,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,2,4,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,3,4,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,3,5,qmof-235f291,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,LEA + GraphSAGE,4,5,qmof-a1a5849,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,1,2,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,1,3,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,1,4,qmof-cef46c3,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,1,5,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,2,3,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,2,4,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,2,5,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,3,4,qmof-a1a5849,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,3,5,qmof-a1a5849,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,MMR,4,5,qmof-235f291,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,1,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,2,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,3,5,qmof-c0f392b,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,ParetoCrowding,4,5,qmof-ac6a77a,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,1,2,qmof-faede09,qmof-a372b4b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,1,3,qmof-faede09,qmof-bda2f7d,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,1,4,qmof-faede09,qmof-ef32174,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,1,5,qmof-faede09,qmof-7fccc1f,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,2,3,qmof-a372b4b,qmof-bda2f7d,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,2,4,qmof-a372b4b,qmof-ef32174,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,2,5,qmof-a372b4b,qmof-7fccc1f,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,3,4,qmof-bda2f7d,qmof-ef32174,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,3,5,qmof-bda2f7d,qmof-7fccc1f,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,Random,4,5,qmof-ef32174,qmof-7fccc1f,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,1,2,qmof-fea8031,qmof-fc7aafb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,1,3,qmof-fea8031,qmof-faede09,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,1,4,qmof-fea8031,qmof-f6132be,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,1,5,qmof-fea8031,qmof-f5af2da,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,2,3,qmof-fc7aafb,qmof-faede09,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,2,4,qmof-fc7aafb,qmof-f6132be,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,2,5,qmof-fc7aafb,qmof-f5af2da,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,3,4,qmof-faede09,qmof-f6132be,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,3,5,qmof-faede09,qmof-f5af2da,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,SemanticOnly,4,5,qmof-f6132be,qmof-f5af2da,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,1,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,2,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,3,5,qmof-c0f392b,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,TOPSIS,4,5,qmof-ac6a77a,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,1,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,2,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,3,5,qmof-c0f392b,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,49,WeightedSum,4,5,qmof-ac6a77a,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,1,2,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,1,3,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,1,5,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,2,3,qmof-235f291,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,2,4,qmof-235f291,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,2,5,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,3,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,3,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GAT only,4,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,1,3,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,1,4,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,2,3,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,2,4,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,3,4,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,3,5,qmof-235f291,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,GraphSAGE only,4,5,qmof-a1a5849,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,1,2,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,1,3,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,1,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,1,5,qmof-cef46c3,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,2,5,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,3,4,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,3,5,qmof-ac6a77a,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA,4,5,qmof-c0f392b,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,1,2,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,1,3,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,1,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,1,5,qmof-cef46c3,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,2,5,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,3,4,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,3,5,qmof-ac6a77a,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no diversity,4,5,qmof-c0f392b,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,1,2,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,1,3,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,1,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,1,5,qmof-cef46c3,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,2,5,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,3,4,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,3,5,qmof-ac6a77a,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA no self-cleaning,4,5,qmof-c0f392b,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,1,2,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,1,3,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,1,5,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,2,3,qmof-235f291,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,2,4,qmof-235f291,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,2,5,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,3,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,3,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GAT,4,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,1,3,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,1,4,qmof-13a76dd,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,2,3,qmof-e566fbb,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,2,4,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,3,4,qmof-235f291,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,3,5,qmof-235f291,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,LEA + GraphSAGE,4,5,qmof-a1a5849,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,1,2,qmof-a1a5849,qmof-13a76dd,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,1,3,qmof-a1a5849,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,1,4,qmof-a1a5849,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,1,5,qmof-a1a5849,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,2,3,qmof-13a76dd,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,2,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,2,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,3,4,qmof-235f291,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,3,5,qmof-235f291,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,MMR,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,1,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,2,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,3,5,qmof-c0f392b,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,ParetoCrowding,4,5,qmof-ac6a77a,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,1,2,qmof-3e52596,qmof-2e2ea03,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,1,3,qmof-3e52596,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,1,4,qmof-3e52596,qmof-89ecd19,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,1,5,qmof-3e52596,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,2,3,qmof-2e2ea03,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,2,4,qmof-2e2ea03,qmof-89ecd19,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,2,5,qmof-2e2ea03,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,3,4,qmof-cef46c3,qmof-89ecd19,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,3,5,qmof-cef46c3,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,Random,4,5,qmof-89ecd19,qmof-235f291,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,1,2,qmof-fb3f045,qmof-faede09,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,1,3,qmof-fb3f045,qmof-f7fa6b1,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,1,4,qmof-fb3f045,qmof-f55a288,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,1,5,qmof-fb3f045,qmof-f5008e0,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,2,3,qmof-faede09,qmof-f7fa6b1,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,2,4,qmof-faede09,qmof-f55a288,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,2,5,qmof-faede09,qmof-f5008e0,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,3,4,qmof-f7fa6b1,qmof-f55a288,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,3,5,qmof-f7fa6b1,qmof-f5008e0,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,SemanticOnly,4,5,qmof-f55a288,qmof-f5008e0,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,1,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,2,5,qmof-cef46c3,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,3,5,qmof-c0f392b,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,TOPSIS,4,5,qmof-ac6a77a,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,WeightedSum,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,WeightedSum,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,WeightedSum,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,WeightedSum,1,5,qmof-e566fbb,qmof-a1a5849,0.0,,previous final-masked protocol distance
lightweight gas storage MOFs with low density,50,WeightedSum,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
