query,seed,method,rank_i,rank_j,qmof_id_i,qmof_id_j,objective_score_distance,raw_physical_distance,notes
stable porous MOFs for CO2 adsorption,42,GAT only,1,2,qmof-fd921b0,qmof-ec84fcf,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,1,3,qmof-fd921b0,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,1,4,qmof-fd921b0,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,1,5,qmof-fd921b0,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,2,3,qmof-ec84fcf,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,2,4,qmof-ec84fcf,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,2,5,qmof-ec84fcf,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,3,4,qmof-0ea1d91,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,3,5,qmof-0ea1d91,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GAT only,4,5,qmof-403e9cb,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,1,2,qmof-ec84fcf,qmof-fd921b0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,1,3,qmof-ec84fcf,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,1,4,qmof-ec84fcf,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,1,5,qmof-ec84fcf,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,2,3,qmof-fd921b0,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,2,4,qmof-fd921b0,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,2,5,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,3,4,qmof-275dcce,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,3,5,qmof-275dcce,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,GraphSAGE only,4,5,qmof-0ea1d91,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,1,2,qmof-c8f0292,qmof-b0a3596,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,1,3,qmof-c8f0292,qmof-c631f72,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,1,4,qmof-c8f0292,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,1,5,qmof-c8f0292,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,2,3,qmof-b0a3596,qmof-c631f72,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,2,4,qmof-b0a3596,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,2,5,qmof-b0a3596,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,3,4,qmof-c631f72,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,3,5,qmof-c631f72,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA,4,5,qmof-b2fddf8,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,1,2,qmof-c8f0292,qmof-b0a3596,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,1,3,qmof-c8f0292,qmof-c631f72,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,1,4,qmof-c8f0292,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,1,5,qmof-c8f0292,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,2,3,qmof-b0a3596,qmof-c631f72,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,2,4,qmof-b0a3596,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,2,5,qmof-b0a3596,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,3,4,qmof-c631f72,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,3,5,qmof-c631f72,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no diversity,4,5,qmof-b2fddf8,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,1,2,qmof-c8f0292,qmof-b0a3596,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,1,3,qmof-c8f0292,qmof-c631f72,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,1,4,qmof-c8f0292,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,1,5,qmof-c8f0292,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,2,3,qmof-b0a3596,qmof-c631f72,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,2,4,qmof-b0a3596,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,2,5,qmof-b0a3596,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,3,4,qmof-c631f72,qmof-b2fddf8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,3,5,qmof-c631f72,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA no self-cleaning,4,5,qmof-b2fddf8,qmof-26c54ef,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,1,2,qmof-403e9cb,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,1,3,qmof-403e9cb,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,1,4,qmof-403e9cb,qmof-9a1ecbc,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,1,5,qmof-403e9cb,qmof-d8703ab,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,2,3,qmof-334586a,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,2,4,qmof-334586a,qmof-9a1ecbc,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,2,5,qmof-334586a,qmof-d8703ab,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,3,4,qmof-c0d0be0,qmof-9a1ecbc,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,3,5,qmof-c0d0be0,qmof-d8703ab,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GAT,4,5,qmof-9a1ecbc,qmof-d8703ab,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,1,2,qmof-275dcce,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,1,3,qmof-275dcce,qmof-68234b7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,1,4,qmof-275dcce,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,1,5,qmof-275dcce,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,2,3,qmof-f69d443,qmof-68234b7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,2,4,qmof-f69d443,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,2,5,qmof-f69d443,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,3,4,qmof-68234b7,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,3,5,qmof-68234b7,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,LEA + GraphSAGE,4,5,qmof-334586a,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,1,2,qmof-82fb334,qmof-6ad2d37,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,1,3,qmof-82fb334,qmof-51d789e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,1,4,qmof-82fb334,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,1,5,qmof-82fb334,qmof-99810c8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,2,3,qmof-6ad2d37,qmof-51d789e,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,2,4,qmof-6ad2d37,qmof-275dcce,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,2,5,qmof-6ad2d37,qmof-99810c8,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,3,4,qmof-51d789e,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,3,5,qmof-51d789e,qmof-99810c8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,MMR,4,5,qmof-275dcce,qmof-99810c8,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,ParetoCrowding,4,5,qmof-f2d872e,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,1,2,qmof-4324443,qmof-5533340,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,1,3,qmof-4324443,qmof-3c5b84b,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,1,4,qmof-4324443,qmof-79ff2bd,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,1,5,qmof-4324443,qmof-b0a3596,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,2,3,qmof-5533340,qmof-3c5b84b,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,2,4,qmof-5533340,qmof-79ff2bd,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,2,5,qmof-5533340,qmof-b0a3596,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,3,4,qmof-3c5b84b,qmof-79ff2bd,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,3,5,qmof-3c5b84b,qmof-b0a3596,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,Random,4,5,qmof-79ff2bd,qmof-b0a3596,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,1,2,qmof-fe6f735,qmof-fd921b0,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,1,3,qmof-fe6f735,qmof-f69d443,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,1,4,qmof-fe6f735,qmof-f47b0d0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,1,5,qmof-fe6f735,qmof-f343390,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,2,3,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,2,4,qmof-fd921b0,qmof-f47b0d0,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,2,5,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,3,4,qmof-f69d443,qmof-f47b0d0,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,3,5,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,SemanticOnly,4,5,qmof-f47b0d0,qmof-f343390,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,TOPSIS,4,5,qmof-f2d872e,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,42,WeightedSum,4,5,qmof-f2d872e,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,1,2,qmof-fd921b0,qmof-ec84fcf,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,1,3,qmof-fd921b0,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,1,4,qmof-fd921b0,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,1,5,qmof-fd921b0,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,2,3,qmof-ec84fcf,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,2,4,qmof-ec84fcf,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,2,5,qmof-ec84fcf,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,3,4,qmof-0ea1d91,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,3,5,qmof-0ea1d91,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GAT only,4,5,qmof-403e9cb,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,1,2,qmof-ec84fcf,qmof-fd921b0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,1,3,qmof-ec84fcf,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,1,4,qmof-ec84fcf,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,1,5,qmof-ec84fcf,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,2,3,qmof-fd921b0,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,2,4,qmof-fd921b0,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,2,5,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,3,4,qmof-275dcce,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,3,5,qmof-275dcce,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,GraphSAGE only,4,5,qmof-0ea1d91,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,1,2,qmof-d976696,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,1,3,qmof-d976696,qmof-b2bccba,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,1,4,qmof-d976696,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,1,5,qmof-d976696,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,2,3,qmof-71748b1,qmof-b2bccba,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,2,4,qmof-71748b1,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,2,5,qmof-71748b1,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,3,4,qmof-b2bccba,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,3,5,qmof-b2bccba,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA,4,5,qmof-eb2e363,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,1,2,qmof-d976696,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,1,3,qmof-d976696,qmof-b2bccba,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,1,4,qmof-d976696,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,1,5,qmof-d976696,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,2,3,qmof-71748b1,qmof-b2bccba,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,2,4,qmof-71748b1,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,2,5,qmof-71748b1,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,3,4,qmof-b2bccba,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,3,5,qmof-b2bccba,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no diversity,4,5,qmof-eb2e363,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,1,2,qmof-d976696,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,1,3,qmof-d976696,qmof-b2bccba,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,1,4,qmof-d976696,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,1,5,qmof-d976696,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,2,3,qmof-71748b1,qmof-b2bccba,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,2,4,qmof-71748b1,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,2,5,qmof-71748b1,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,3,4,qmof-b2bccba,qmof-eb2e363,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,3,5,qmof-b2bccba,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA no self-cleaning,4,5,qmof-eb2e363,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,1,2,qmof-fd921b0,qmof-ec84fcf,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,1,3,qmof-fd921b0,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,1,5,qmof-fd921b0,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,2,3,qmof-ec84fcf,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,2,4,qmof-ec84fcf,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,2,5,qmof-ec84fcf,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,3,4,qmof-403e9cb,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,3,5,qmof-403e9cb,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GAT,4,5,qmof-f2d872e,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,1,2,qmof-ec84fcf,qmof-fd921b0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,1,3,qmof-ec84fcf,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,1,4,qmof-ec84fcf,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,1,5,qmof-ec84fcf,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,2,3,qmof-fd921b0,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,2,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,2,5,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,3,4,qmof-275dcce,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,3,5,qmof-275dcce,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,LEA + GraphSAGE,4,5,qmof-f2d872e,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,1,2,qmof-54f7ee7,qmof-c49d30b,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,1,3,qmof-54f7ee7,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,1,4,qmof-54f7ee7,qmof-d8703ab,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,1,5,qmof-54f7ee7,qmof-ec84fcf,0.0,,previous final-masked protocol distance
