pool_size,mean_rel_at5,sd_rel_at5,mean_ndcg_at5,sd_ndcg_at5,mean_diversity,sd_diversity,mean_unique_topk_fraction,mean_runtime_ms,sd_runtime_ms,runs
50,0.6945328265428543,0.15794571633393953,0.9968292495407262,0.0038592303932672833,0.1739340893179178,0.22265031880263914,1.0,123.64809490000074,15.91112368569412,50
100,0.6939362221956253,0.15817428558777322,0.9959013443171763,0.005482247464133856,0.16624494329094883,0.2116387462232765,1.0,129.1712408399998,21.74086181279321,50
200,0.693597418665886,0.15793825984295873,0.9948106389037192,0.007911067741669275,0.17155933469533916,0.21907532716827774,1.0,143.4033234200003,24.740170063664937,50
