query_id,seed,method,topk_overlap_with_weighted_sum,same_topk_set_as_weighted_sum
q4_balanced_discovery,51,ParetoCrowding,0.8,False
q4_balanced_discovery,51,Random,0.2,False
q4_balanced_discovery,51,SemanticOnly,0.2,False
q4_balanced_discovery,51,TOPSIS,1.0,True
q4_balanced_discovery,51,WeightedSum,1.0,True
q5_insulating_frameworks,42,GAT only,0.4,False
q5_insulating_frameworks,42,GraphSAGE only,0.6,False
q5_insulating_frameworks,42,LEA,0.4,False
q5_insulating_frameworks,42,LEA + GAT,0.4,False
q5_insulating_frameworks,42,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,42,LEA no diversity,0.4,False
q5_insulating_frameworks,42,LEA no self-cleaning,0.4,False
q5_insulating_frameworks,42,MMR,0.4,False
q5_insulating_frameworks,42,ParetoCrowding,0.6,False
q5_insulating_frameworks,42,Random,0.0,False
q5_insulating_frameworks,42,SemanticOnly,0.0,False
q5_insulating_frameworks,42,TOPSIS,1.0,True
q5_insulating_frameworks,42,WeightedSum,1.0,True
q5_insulating_frameworks,43,GAT only,0.4,False
q5_insulating_frameworks,43,GraphSAGE only,0.6,False
q5_insulating_frameworks,43,LEA,0.4,False
q5_insulating_frameworks,43,LEA + GAT,0.4,False
q5_insulating_frameworks,43,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,43,LEA no diversity,0.4,False
q5_insulating_frameworks,43,LEA no self-cleaning,0.4,False
q5_insulating_frameworks,43,MMR,0.4,False
q5_insulating_frameworks,43,ParetoCrowding,0.6,False
q5_insulating_frameworks,43,Random,0.0,False
q5_insulating_frameworks,43,SemanticOnly,0.0,False
q5_insulating_frameworks,43,TOPSIS,1.0,True
q5_insulating_frameworks,43,WeightedSum,1.0,True
q5_insulating_frameworks,44,GAT only,0.4,False
q5_insulating_frameworks,44,GraphSAGE only,0.6,False
q5_insulating_frameworks,44,LEA,0.6,False
q5_insulating_frameworks,44,LEA + GAT,0.4,False
q5_insulating_frameworks,44,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,44,LEA no diversity,0.6,False
q5_insulating_frameworks,44,LEA no self-cleaning,0.6,False
q5_insulating_frameworks,44,MMR,0.6,False
q5_insulating_frameworks,44,ParetoCrowding,0.6,False
q5_insulating_frameworks,44,Random,0.0,False
q5_insulating_frameworks,44,SemanticOnly,0.0,False
q5_insulating_frameworks,44,TOPSIS,1.0,True
q5_insulating_frameworks,44,WeightedSum,1.0,True
q5_insulating_frameworks,45,GAT only,0.4,False
q5_insulating_frameworks,45,GraphSAGE only,0.6,False
q5_insulating_frameworks,45,LEA,0.6,False
q5_insulating_frameworks,45,LEA + GAT,0.4,False
q5_insulating_frameworks,45,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,45,LEA no diversity,0.6,False
q5_insulating_frameworks,45,LEA no self-cleaning,0.6,False
q5_insulating_frameworks,45,MMR,0.4,False
q5_insulating_frameworks,45,ParetoCrowding,0.6,False
q5_insulating_frameworks,45,Random,0.0,False
q5_insulating_frameworks,45,SemanticOnly,0.0,False
q5_insulating_frameworks,45,TOPSIS,1.0,True
q5_insulating_frameworks,45,WeightedSum,1.0,True
q5_insulating_frameworks,46,GAT only,0.4,False
q5_insulating_frameworks,46,GraphSAGE only,0.6,False
q5_insulating_frameworks,46,LEA,0.4,False
q5_insulating_frameworks,46,LEA + GAT,0.4,False
q5_insulating_frameworks,46,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,46,LEA no diversity,0.4,False
q5_insulating_frameworks,46,LEA no self-cleaning,0.4,False
q5_insulating_frameworks,46,MMR,0.4,False
q5_insulating_frameworks,46,ParetoCrowding,0.6,False
q5_insulating_frameworks,46,Random,0.0,False
q5_insulating_frameworks,46,SemanticOnly,0.0,False
q5_insulating_frameworks,46,TOPSIS,1.0,True
q5_insulating_frameworks,46,WeightedSum,1.0,True
q5_insulating_frameworks,47,GAT only,0.4,False
q5_insulating_frameworks,47,GraphSAGE only,0.6,False
q5_insulating_frameworks,47,LEA,0.6,False
q5_insulating_frameworks,47,LEA + GAT,0.4,False
q5_insulating_frameworks,47,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,47,LEA no diversity,0.6,False
q5_insulating_frameworks,47,LEA no self-cleaning,0.6,False
q5_insulating_frameworks,47,MMR,0.4,False
q5_insulating_frameworks,47,ParetoCrowding,0.6,False
q5_insulating_frameworks,47,Random,0.0,False
q5_insulating_frameworks,47,SemanticOnly,0.0,False
q5_insulating_frameworks,47,TOPSIS,1.0,True
q5_insulating_frameworks,47,WeightedSum,1.0,True
q5_insulating_frameworks,48,GAT only,0.4,False
q5_insulating_frameworks,48,GraphSAGE only,0.6,False
q5_insulating_frameworks,48,LEA,0.4,False
q5_insulating_frameworks,48,LEA + GAT,0.4,False
q5_insulating_frameworks,48,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,48,LEA no diversity,0.4,False
q5_insulating_frameworks,48,LEA no self-cleaning,0.4,False
q5_insulating_frameworks,48,MMR,0.4,False
q5_insulating_frameworks,48,ParetoCrowding,0.6,False
q5_insulating_frameworks,48,Random,0.0,False
q5_insulating_frameworks,48,SemanticOnly,0.0,False
q5_insulating_frameworks,48,TOPSIS,1.0,True
q5_insulating_frameworks,48,WeightedSum,1.0,True
q5_insulating_frameworks,49,GAT only,0.4,False
q5_insulating_frameworks,49,GraphSAGE only,0.6,False
q5_insulating_frameworks,49,LEA,0.4,False
q5_insulating_frameworks,49,LEA + GAT,0.4,False
q5_insulating_frameworks,49,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,49,LEA no diversity,0.4,False
q5_insulating_frameworks,49,LEA no self-cleaning,0.4,False
q5_insulating_frameworks,49,MMR,0.2,False
q5_insulating_frameworks,49,ParetoCrowding,0.6,False
q5_insulating_frameworks,49,Random,0.0,False
q5_insulating_frameworks,49,SemanticOnly,0.0,False
q5_insulating_frameworks,49,TOPSIS,1.0,True
q5_insulating_frameworks,49,WeightedSum,1.0,True
q5_insulating_frameworks,50,GAT only,0.4,False
q5_insulating_frameworks,50,GraphSAGE only,0.6,False
q5_insulating_frameworks,50,LEA,0.6,False
q5_insulating_frameworks,50,LEA + GAT,0.4,False
q5_insulating_frameworks,50,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,50,LEA no diversity,0.6,False
q5_insulating_frameworks,50,LEA no self-cleaning,0.6,False
q5_insulating_frameworks,50,MMR,0.4,False
q5_insulating_frameworks,50,ParetoCrowding,0.6,False
q5_insulating_frameworks,50,Random,0.4,False
q5_insulating_frameworks,50,SemanticOnly,0.0,False
q5_insulating_frameworks,50,TOPSIS,1.0,True
q5_insulating_frameworks,50,WeightedSum,1.0,True
q5_insulating_frameworks,51,GAT only,0.4,False
q5_insulating_frameworks,51,GraphSAGE only,0.6,False
q5_insulating_frameworks,51,LEA,0.4,False
q5_insulating_frameworks,51,LEA + GAT,0.4,False
q5_insulating_frameworks,51,LEA + GraphSAGE,0.6,False
q5_insulating_frameworks,51,LEA no diversity,0.4,False
q5_insulating_frameworks,51,LEA no self-cleaning,0.4,False
q5_insulating_frameworks,51,MMR,0.4,False
q5_insulating_frameworks,51,ParetoCrowding,0.6,False
q5_insulating_frameworks,51,Random,0.0,False
q5_insulating_frameworks,51,SemanticOnly,0.0,False
q5_insulating_frameworks,51,TOPSIS,1.0,True
q5_insulating_frameworks,51,WeightedSum,1.0,True
