record_type,seed,query_id,query,method,candidate_pool_size,runtime_ms,rel_at_5,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_5,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,coverage,missing_band_gap_top5,unique_top_k_candidates,candidate_coverage,top_k_stability,retrieval_time_ms,reranking_time_ms,total_runtime_ms
candidate_pool_sensitivity,42,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,93.53724999999713,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,93.53724999999713,93.53724999999713
candidate_pool_sensitivity,42,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,108.0330419999953,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,108.0330419999953,108.0330419999953
candidate_pool_sensitivity,43,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,50,84.78670799999577,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.002454349106616925,,0.0,84.78670799999577,84.78670799999577
candidate_pool_sensitivity,43,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,91.1109589999981,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,91.1109589999981,91.1109589999981
candidate_pool_sensitivity,43,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,107.92074999999812,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,107.92074999999812,107.92074999999812
candidate_pool_sensitivity,44,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,50,88.66708299999004,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.002454349106616925,,0.0,88.66708299999004,88.66708299999004
candidate_pool_sensitivity,44,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,94.40525000000832,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,94.40525000000832,94.40525000000832
candidate_pool_sensitivity,44,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,109.44383300000027,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,109.44383300000027,109.44383300000027
candidate_pool_sensitivity,45,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,50,88.29391700000144,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.002454349106616925,,0.0,88.29391700000144,88.29391700000144
candidate_pool_sensitivity,45,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,94.01275000000453,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,94.01275000000453,94.01275000000453
candidate_pool_sensitivity,45,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,111.48712500001068,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,111.48712500001068,111.48712500001068
candidate_pool_sensitivity,46,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,50,84.1387919999903,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.002454349106616925,,0.0,84.1387919999903,84.1387919999903
candidate_pool_sensitivity,46,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,91.14845800000637,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,91.14845800000637,91.14845800000637
candidate_pool_sensitivity,46,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,106.23845800000709,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,106.23845800000709,106.23845800000709
candidate_pool_sensitivity,47,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,50,88.05887500000154,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.002454349106616925,,0.0,88.05887500000154,88.05887500000154
candidate_pool_sensitivity,47,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,91.80987500000981,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,91.80987500000981,91.80987500000981
candidate_pool_sensitivity,47,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,106.04820799999004,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,106.04820799999004,106.04820799999004
candidate_pool_sensitivity,48,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,50,83.64874999999472,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.002454349106616925,,0.0,83.64874999999472,83.64874999999472
candidate_pool_sensitivity,48,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,100,90.56649999999422,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.00490869821323385,,0.0,90.56649999999422,90.56649999999422
candidate_pool_sensitivity,48,q3_lightweight_storage,lightweight gas storage MOFs with low density,LEA,200,105.97383300000729,0.9173958948894889,0.9173958948894889,0.8824677988886833,0.0,0.0,1.0,0.728571,1.0,1.0,0.0,1.0,1.0,0,5,0.0098173964264677,,0.0,105.97383300000729,105.97383300000729
